Time (ms),Name,Value
1,"right climber encoder:","0.0"
2,"Storage: Blue","0.298828125"
2,"Shooter Current","0.0"
2,"Intake Position Average","0.0"
2,"br switch:","false"
2,"Shooter Velocity","-0.0"
2,"Storage: Acceptor Loaded","false"
2,"tr switch:","false"
2,"Left Intake Position","0.0"
2,"left climber encoder:","0.0"
2,"BR: turn pos","-0.0018790813827358477"
2,"BR: turn pow","9.395406913679238E-4"
2,"Right Intake Position","0.0"
2,"Storage: Proximity","2047.0"
2,"Storage: Green","0.466796875"
2,"BL: turn pos","0.012381512564353159"
2,"BL: turn pow","-0.006190756282176579"
6,"Shooter Angle","7.796143493628503"
6,"Storage: Storage Loaded","false"
6,"FR: pow","0.0"
6,"Back Switch Pressed:","true"
7,"FR: vel","0.0"
7,"FL: pow","0.0"
7,"Front Switch Pressed:","false"
7,"bl switch:","false"
7,"FL: vel","0.0"
7,"Shooter Voltage","12.625"
7,"tl switch:","false"
7,"FR: turn pos","-0.014452536640148672"
7,"FR: turn pow","0.007226268320074336"
7,"Storage: Red","0.234619140625"
7,"BR: pow","0.0"
7,"BR: vel","0.0"
7,"BL: pow","0.0"
7,"FL: turn pos","0.007997858285619941"
7,"FL: turn pow","-0.0039989291428099705"
7,"BL: vel","0.0"
7,"Intake Absolute Position Avg","0.0"
7,"Storage: Balls Loaded","0.0"
7,"Shooter Voltage","12.6171875"
7,"Shooter Voltage","12.6171875"
7,"Shooter Voltage","12.6171875"
7,"Shooter Voltage","12.6171875"
103,"Shooter Voltage","12.6171875"
103,"Shooter Voltage","12.6171875"
103,"Shooter Voltage","12.6171875"
103,"Shooter Voltage","12.6171875"
303,"Shooter Voltage","12.625"
303,"Shooter Voltage","12.625"
303,"Shooter Voltage","12.625"
303,"Shooter Voltage","12.625"
404,"Shooter Voltage","12.6171875"
404,"Shooter Voltage","12.6171875"
404,"Shooter Voltage","12.6171875"
404,"Shooter Voltage","12.6171875"
506,"Shooter Voltage","12.6171875"
506,"Shooter Voltage","12.6171875"
506,"Shooter Voltage","12.6171875"
506,"Shooter Voltage","12.6171875"
603,"Shooter Voltage","12.6171875"
603,"Shooter Voltage","12.6171875"
603,"Shooter Voltage","12.6171875"
603,"Shooter Voltage","12.6171875"
704,"Shooter Voltage","12.609375"
704,"Shooter Voltage","12.609375"
704,"Shooter Voltage","12.609375"
704,"Shooter Voltage","12.609375"
804,"Shooter Voltage","12.6640625"
804,"Shooter Voltage","12.6640625"
804,"Shooter Voltage","12.6640625"
804,"Shooter Voltage","12.6640625"
906,"Shooter Voltage","12.671875"
906,"Shooter Voltage","12.671875"
906,"Shooter Voltage","12.671875"
906,"Shooter Voltage","12.671875"
1004,"Shooter Voltage","12.6640625"
1004,"Shooter Voltage","12.6640625"
1004,"Shooter Voltage","12.6640625"
1004,"Shooter Voltage","12.6640625"
1104,"Shooter Voltage","12.6640625"
1104,"Shooter Voltage","12.6640625"
1104,"Shooter Voltage","12.6640625"
1105,"Shooter Voltage","12.6640625"
1204,"Shooter Voltage","12.671875"
1204,"Shooter Voltage","12.671875"
1205,"Shooter Voltage","12.671875"
1205,"Shooter Voltage","12.671875"
1305,"Shooter Voltage","12.6640625"
1305,"Shooter Voltage","12.6640625"
1305,"Shooter Voltage","12.6640625"
1305,"Shooter Voltage","12.6640625"
1405,"Shooter Voltage","12.671875"
1405,"Shooter Voltage","12.671875"
1405,"Shooter Voltage","12.671875"
1405,"Shooter Voltage","12.671875"
1505,"Shooter Voltage","12.671875"
1506,"Shooter Voltage","12.671875"
1506,"Shooter Voltage","12.671875"
1506,"Shooter Voltage","12.671875"
1605,"Shooter Voltage","12.671875"
1605,"Shooter Voltage","12.671875"
1605,"Shooter Voltage","12.671875"
1605,"Shooter Voltage","12.671875"
1707,"Shooter Voltage","12.6796875"
1707,"Shooter Voltage","12.6796875"
1707,"Shooter Voltage","12.6796875"
1707,"Shooter Voltage","12.6796875"
1805,"Shooter Voltage","12.625"
1805,"Shooter Voltage","12.625"
1805,"Shooter Voltage","12.625"
1805,"Shooter Voltage","12.625"
1805,"Storage: Blue","0.299072265625"
1805,"Storage: Blue","0.299072265625"
1805,"Storage: Blue","0.299072265625"
1805,"Storage: Blue","0.299072265625"
1905,"Storage: Blue","0.298828125"
1905,"Storage: Blue","0.298828125"
1905,"Storage: Blue","0.298828125"
1905,"Storage: Blue","0.298828125"
2005,"Shooter Voltage","12.625"
2005,"Shooter Voltage","12.625"
2005,"Shooter Voltage","12.625"
2005,"Shooter Voltage","12.625"
2105,"Shooter Voltage","12.625"
2105,"Shooter Voltage","12.625"
2105,"Shooter Voltage","12.625"
2105,"Shooter Voltage","12.625"
2206,"Shooter Voltage","12.625"
2206,"Shooter Voltage","12.625"
2206,"Shooter Voltage","12.625"
2206,"Shooter Voltage","12.625"
2306,"Shooter Voltage","12.625"
2306,"Shooter Voltage","12.625"
2306,"Shooter Voltage","12.625"
2306,"Shooter Voltage","12.625"
2406,"Shooter Voltage","12.625"
2406,"Shooter Voltage","12.625"
2406,"Shooter Voltage","12.625"
2406,"Shooter Voltage","12.625"
2506,"Shooter Voltage","12.6171875"
2506,"Shooter Voltage","12.6171875"
2507,"Shooter Voltage","12.6171875"
2507,"Shooter Voltage","12.6171875"
2606,"Shooter Voltage","12.6171875"
2606,"Shooter Voltage","12.6171875"
2606,"Shooter Voltage","12.6171875"
2606,"Shooter Voltage","12.6171875"
2708,"Shooter Voltage","12.625"
2708,"Shooter Voltage","12.625"
2708,"Shooter Voltage","12.625"
2708,"Shooter Voltage","12.625"
2792,"Storage: Red","0.234619"
2792,"Storage: Red","0.234619"
2792,"Storage: Red","0.234619"
2792,"Storage: Red","0.234619"
2807,"Shooter Voltage","12.671875"
2807,"Shooter Voltage","12.671875"
2807,"Shooter Voltage","12.671875"
2807,"Shooter Voltage","12.671875"
2911,"Shooter Voltage","12.671875"
2911,"Shooter Voltage","12.671875"
2911,"Shooter Voltage","12.671875"
2911,"Shooter Voltage","12.671875"
2911,"Storage: Red","0.234619140625"
2911,"Storage: Red","0.234619140625"
2911,"Storage: Red","0.234619140625"
2911,"Storage: Red","0.234619140625"
3009,"Shooter Voltage","12.6640625"
3009,"Shooter Voltage","12.6640625"
3009,"Shooter Voltage","12.6640625"
3009,"Shooter Voltage","12.6640625"
3107,"Shooter Voltage","12.6640625"
3107,"Shooter Voltage","12.6640625"
3107,"Shooter Voltage","12.6640625"
3108,"Shooter Voltage","12.6640625"
3207,"Shooter Voltage","12.671875"
3207,"Shooter Voltage","12.671875"
3207,"Shooter Voltage","12.671875"
3207,"Shooter Voltage","12.671875"
3408,"Shooter Voltage","12.671875"
3408,"Shooter Voltage","12.671875"
3408,"Shooter Voltage","12.671875"
3408,"Shooter Voltage","12.671875"
3508,"Shooter Voltage","12.671875"
3508,"Shooter Voltage","12.671875"
3508,"Shooter Voltage","12.671875"
3508,"Shooter Voltage","12.671875"
3808,"Shooter Voltage","12.6328125"
3808,"Shooter Voltage","12.6328125"
3808,"Shooter Voltage","12.6328125"
3808,"Shooter Voltage","12.6328125"
3916,"Shooter Voltage","12.625"
3916,"Shooter Voltage","12.625"
3916,"Shooter Voltage","12.625"
3916,"Shooter Voltage","12.625"
4009,"Shooter Voltage","12.625"
4009,"Shooter Voltage","12.625"
4009,"Shooter Voltage","12.625"
4009,"Shooter Voltage","12.625"
4109,"Shooter Voltage","12.625"
4109,"Shooter Voltage","12.625"
4109,"Shooter Voltage","12.625"
4109,"Shooter Voltage","12.625"
4209,"Shooter Voltage","12.6328125"
4209,"Shooter Voltage","12.6328125"
4209,"Shooter Voltage","12.6328125"
4209,"Shooter Voltage","12.6328125"
4309,"Shooter Voltage","12.6328125"
4309,"Shooter Voltage","12.6328125"
4309,"Shooter Voltage","12.6328125"
4309,"Shooter Voltage","12.6328125"
4409,"Shooter Voltage","12.625"
4409,"Shooter Voltage","12.625"
4409,"Shooter Voltage","12.625"
4409,"Shooter Voltage","12.625"
4509,"Shooter Voltage","12.6328125"
4509,"Shooter Voltage","12.6328125"
4509,"Shooter Voltage","12.6328125"
4509,"Shooter Voltage","12.6328125"
4611,"Shooter Voltage","12.6328125"
4611,"Shooter Voltage","12.6328125"
4611,"Shooter Voltage","12.6328125"
4611,"Shooter Voltage","12.6328125"
4710,"Shooter Voltage","12.6328125"
4710,"Shooter Voltage","12.6328125"
4710,"Shooter Voltage","12.6328125"
4710,"Shooter Voltage","12.6328125"
4810,"Shooter Voltage","12.6640625"
4810,"Shooter Voltage","12.6640625"
4810,"Shooter Voltage","12.6640625"
4810,"Shooter Voltage","12.6640625"
4910,"Shooter Voltage","12.671875"
4910,"Shooter Voltage","12.671875"
4910,"Shooter Voltage","12.671875"
4910,"Shooter Voltage","12.671875"
4910,"Storage: Blue","0.299072265625"
4910,"Storage: Blue","0.299072265625"
4910,"Storage: Blue","0.299072265625"
4910,"Storage: Blue","0.299072265625"
5013,"Storage: Blue","0.298828125"
5013,"Storage: Blue","0.298828125"
5013,"Storage: Blue","0.298828125"
5013,"Storage: Blue","0.298828125"
5013,"Shooter Voltage","12.671875"
5013,"Shooter Voltage","12.671875"
5013,"Shooter Voltage","12.671875"
5013,"Shooter Voltage","12.671875"
5311,"Shooter Voltage","12.6640625"
5311,"Shooter Voltage","12.6640625"
5311,"Shooter Voltage","12.6640625"
5311,"Shooter Voltage","12.6640625"
5413,"Shooter Voltage","12.671875"
5413,"Shooter Voltage","12.671875"
5413,"Shooter Voltage","12.671875"
5413,"Shooter Voltage","12.671875"
5511,"Storage: Blue","0.299072265625"
5511,"Storage: Blue","0.299072265625"
5511,"Storage: Blue","0.299072265625"
5511,"Storage: Blue","0.299072265625"
5812,"Shooter Voltage","12.6328125"
5812,"Shooter Voltage","12.6328125"
5812,"Shooter Voltage","12.6328125"
5812,"Shooter Voltage","12.6328125"
6014,"Storage: Blue","0.298828125"
6014,"Storage: Blue","0.298828125"
6014,"Storage: Blue","0.298828125"
6014,"Storage: Blue","0.298828125"
6112,"Storage: Blue","0.299072265625"
6113,"Storage: Blue","0.299072265625"
6113,"Storage: Blue","0.299072265625"
6113,"Storage: Blue","0.299072265625"
6113,"Shooter Voltage","12.6328125"
6113,"Shooter Voltage","12.6328125"
6113,"Shooter Voltage","12.6328125"
6113,"Shooter Voltage","12.6328125"
6212,"Shooter Voltage","12.6328125"
6212,"Shooter Voltage","12.6328125"
6212,"Shooter Voltage","12.6328125"
6212,"Shooter Voltage","12.6328125"
6312,"Shooter Voltage","12.6328125"
6312,"Shooter Voltage","12.6328125"
6312,"Shooter Voltage","12.6328125"
6312,"Shooter Voltage","12.6328125"
6513,"Shooter Angle","6.9514292347669615"
6513,"Shooter Angle","6.9514292347669615"
6513,"Shooter Angle","6.9514292347669615"
6513,"Shooter Angle","6.9514292347669615"
6614,"Shooter Voltage","12.6328125"
6614,"Shooter Voltage","12.6328125"
6614,"Shooter Voltage","12.6328125"
6614,"Shooter Voltage","12.6328125"
6713,"Shooter Voltage","12.6328125"
6713,"Shooter Voltage","12.6328125"
6713,"Shooter Voltage","12.6328125"
6713,"Shooter Voltage","12.6328125"
6713,"Shooter Angle","4.465714818263055"
6713,"Shooter Angle","4.465714818263055"
6713,"Shooter Angle","4.465714818263055"
6713,"Shooter Angle","4.465714818263055"
6813,"Shooter Voltage","12.6640625"
6813,"Shooter Voltage","12.6640625"
6813,"Shooter Voltage","12.6640625"
6813,"Shooter Voltage","12.6640625"
6913,"Shooter Voltage","12.6640625"
6913,"Shooter Voltage","12.6640625"
6913,"Shooter Voltage","12.6640625"
6913,"Shooter Voltage","12.6640625"
6913,"Shooter Angle","1.5085717976331718"
6913,"Shooter Angle","1.5085717976331718"
6913,"Shooter Angle","1.5085717976331718"
6913,"Shooter Angle","1.5085717976331718"
7017,"Shooter Voltage","12.6640625"
7017,"Shooter Voltage","12.6640625"
7017,"Shooter Voltage","12.6640625"
7017,"Shooter Voltage","12.6640625"
7113,"Shooter Voltage","12.671875"
7113,"Shooter Voltage","12.671875"
7114,"Shooter Voltage","12.671875"
7114,"Shooter Voltage","12.671875"
7114,"Shooter Angle","0.07714261887073454"
7114,"Shooter Angle","0.07714261887073454"
7114,"Shooter Angle","0.07714261887073454"
7114,"Shooter Angle","0.07714261887073454"
7216,"Shooter Voltage","12.6640625"
7216,"Shooter Voltage","12.6640625"
7216,"Shooter Voltage","12.6640625"
7216,"Shooter Voltage","12.6640625"
7314,"Shooter Voltage","12.6640625"
7314,"Shooter Voltage","12.6640625"
7314,"Shooter Voltage","12.6640625"
7314,"Shooter Voltage","12.6640625"
7416,"Shooter Voltage","12.671875"
7416,"Shooter Voltage","12.671875"
7416,"Shooter Voltage","12.671875"
7416,"Shooter Voltage","12.671875"
7516,"Shooter Voltage","12.671875"
7516,"Shooter Voltage","12.671875"
7516,"Shooter Voltage","12.671875"
7516,"Shooter Voltage","12.671875"
7618,"Shooter Voltage","12.6640625"
7618,"Shooter Voltage","12.6640625"
7618,"Shooter Voltage","12.6640625"
7618,"Shooter Voltage","12.6640625"
7715,"Shooter Voltage","12.671875"
7715,"Shooter Voltage","12.671875"
7715,"Shooter Voltage","12.671875"
7715,"Shooter Voltage","12.671875"
7817,"Shooter Voltage","12.640625"
7817,"Shooter Voltage","12.640625"
7817,"Shooter Voltage","12.640625"
7817,"Shooter Voltage","12.640625"
7918,"Shooter Voltage","12.640625"
7918,"Shooter Voltage","12.640625"
7918,"Shooter Voltage","12.640625"
7918,"Shooter Voltage","12.640625"
8017,"Shooter Voltage","12.640625"
8017,"Shooter Voltage","12.640625"
8017,"Shooter Voltage","12.640625"
8017,"Shooter Voltage","12.640625"
8116,"Shooter Voltage","12.640625"
8116,"Shooter Voltage","12.640625"
8116,"Shooter Voltage","12.640625"
8116,"Shooter Voltage","12.640625"
8316,"Shooter Voltage","12.6328125"
8316,"Shooter Voltage","12.6328125"
8316,"Shooter Voltage","12.6328125"
8316,"Shooter Voltage","12.6328125"
8417,"Shooter Voltage","12.6328125"
8417,"Shooter Voltage","12.6328125"
8417,"Shooter Voltage","12.6328125"
8417,"Shooter Voltage","12.6328125"
8516,"Shooter Voltage","12.640625"
8516,"Shooter Voltage","12.640625"
8516,"Shooter Voltage","12.640625"
8516,"Shooter Voltage","12.640625"
8516,"Storage: Blue","0.298828125"
8516,"Storage: Blue","0.298828125"
8516,"Storage: Blue","0.298828125"
8516,"Storage: Blue","0.298828125"
8618,"Shooter Voltage","12.640625"
8618,"Shooter Voltage","12.640625"
8618,"Shooter Voltage","12.640625"
8618,"Shooter Voltage","12.640625"
8618,"Storage: Blue","0.299072265625"
8618,"Storage: Blue","0.299072265625"
8618,"Storage: Blue","0.299072265625"
8618,"Storage: Blue","0.299072265625"
8716,"Shooter Voltage","12.6328125"
8716,"Shooter Voltage","12.6328125"
8716,"Shooter Voltage","12.6328125"
8716,"Shooter Voltage","12.6328125"
8819,"Shooter Voltage","12.6640625"
8819,"Shooter Voltage","12.6640625"
8819,"Shooter Voltage","12.6640625"
8819,"Shooter Voltage","12.6640625"
8917,"Storage: Blue","0.298828125"
8917,"Storage: Blue","0.298828125"
8917,"Storage: Blue","0.298828125"
8917,"Storage: Blue","0.298828125"
8917,"Shooter Voltage","12.6640625"
8917,"Shooter Voltage","12.6640625"
8917,"Shooter Voltage","12.6640625"
8917,"Shooter Voltage","12.6640625"
9020,"Storage: Blue","0.299072265625"
9020,"Storage: Blue","0.299072265625"
9020,"Storage: Blue","0.299072265625"
9020,"Storage: Blue","0.299072265625"
9117,"Shooter Voltage","12.6640625"
9117,"Shooter Voltage","12.6640625"
9117,"Shooter Voltage","12.6640625"
9117,"Shooter Voltage","12.6640625"
9223,"Shooter Voltage","12.6640625"
9223,"Shooter Voltage","12.6640625"
9223,"Shooter Voltage","12.6640625"
9223,"Shooter Voltage","12.6640625"
9317,"Storage: Blue","0.298828125"
9317,"Storage: Blue","0.298828125"
9317,"Storage: Blue","0.298828125"
9317,"Storage: Blue","0.298828125"
9317,"Shooter Voltage","12.671875"
9317,"Shooter Voltage","12.671875"
9317,"Shooter Voltage","12.671875"
9317,"Shooter Voltage","12.671875"
9418,"Storage: Blue","0.299072265625"
9419,"Storage: Blue","0.299072265625"
9419,"Storage: Blue","0.299072265625"
9419,"Storage: Blue","0.299072265625"
9517,"Shooter Voltage","12.6640625"
9517,"Shooter Voltage","12.6640625"
9517,"Shooter Voltage","12.6640625"
9517,"Shooter Voltage","12.6640625"
9619,"Shooter Voltage","12.671875"
9619,"Shooter Voltage","12.671875"
9619,"Shooter Voltage","12.671875"
9619,"Shooter Voltage","12.671875"
9718,"Storage: Blue","0.298828125"
9718,"Storage: Blue","0.298828125"
9718,"Storage: Blue","0.298828125"
9718,"Storage: Blue","0.298828125"
9718,"Shooter Voltage","12.671875"
9718,"Shooter Voltage","12.671875"
9718,"Shooter Voltage","12.671875"
9718,"Shooter Voltage","12.671875"
9820,"Shooter Voltage","12.59375"
9820,"Shooter Voltage","12.59375"
9820,"Shooter Voltage","12.59375"
9820,"Shooter Voltage","12.59375"
9918,"Shooter Voltage","12.6015625"
9918,"Shooter Voltage","12.6015625"
9918,"Shooter Voltage","12.6015625"
9918,"Shooter Voltage","12.6015625"
9918,"Storage: Blue","0.299072265625"
9918,"Storage: Blue","0.299072265625"
9918,"Storage: Blue","0.299072265625"
9918,"Storage: Blue","0.299072265625"
10021,"Shooter Voltage","12.6015625"
10021,"Shooter Voltage","12.6015625"
10021,"Shooter Voltage","12.6015625"
10021,"Shooter Voltage","12.6015625"
10118,"Storage: Blue","0.298828125"
10118,"Storage: Blue","0.298828125"
10118,"Storage: Blue","0.298828125"
10118,"Storage: Blue","0.298828125"
10118,"Shooter Voltage","12.59375"
10118,"Shooter Voltage","12.59375"
10118,"Shooter Voltage","12.59375"
10118,"Shooter Voltage","12.59375"
10219,"Storage: Blue","0.299072265625"
10219,"Storage: Blue","0.299072265625"
10219,"Storage: Blue","0.299072265625"
10219,"Storage: Blue","0.299072265625"
10219,"Shooter Voltage","12.6015625"
10219,"Shooter Voltage","12.6015625"
10219,"Shooter Voltage","12.6015625"
10219,"Shooter Voltage","12.6015625"
10319,"Shooter Voltage","12.6015625"
10319,"Shooter Voltage","12.6015625"
10319,"Shooter Voltage","12.6015625"
10319,"Shooter Voltage","12.6015625"
10422,"Storage: Blue","0.298828125"
10422,"Storage: Blue","0.298828125"
10422,"Storage: Blue","0.298828125"
10422,"Storage: Blue","0.298828125"
10422,"Shooter Voltage","12.59375"
10422,"Shooter Voltage","12.59375"
10422,"Shooter Voltage","12.59375"
10422,"Shooter Voltage","12.59375"
10519,"Shooter Voltage","12.609375"
10519,"Shooter Voltage","12.609375"
10519,"Shooter Voltage","12.609375"
10519,"Shooter Voltage","12.609375"
10520,"Storage: Blue","0.299072265625"
10520,"Storage: Blue","0.299072265625"
10520,"Storage: Blue","0.299072265625"
10520,"Storage: Blue","0.299072265625"
10621,"Shooter Voltage","12.6015625"
10621,"Shooter Voltage","12.6015625"
10621,"Shooter Voltage","12.6015625"
10621,"Shooter Voltage","12.6015625"
10720,"Shooter Voltage","12.609375"
10720,"Shooter Voltage","12.609375"
10720,"Shooter Voltage","12.609375"
10720,"Shooter Voltage","12.609375"
10821,"Shooter Voltage","12.6640625"
10821,"Shooter Voltage","12.6640625"
10821,"Shooter Voltage","12.6640625"
10821,"Shooter Voltage","12.6640625"
10920,"Shooter Voltage","12.65625"
10920,"Shooter Voltage","12.65625"
10920,"Shooter Voltage","12.65625"
10920,"Shooter Voltage","12.65625"
11020,"Shooter Voltage","12.6640625"
11020,"Shooter Voltage","12.6640625"
11020,"Shooter Voltage","12.6640625"
11020,"Shooter Voltage","12.6640625"
11120,"Shooter Voltage","12.6640625"
11120,"Shooter Voltage","12.6640625"
11120,"Shooter Voltage","12.6640625"
11120,"Shooter Voltage","12.6640625"
11223,"Shooter Voltage","12.6640625"
11223,"Shooter Voltage","12.6640625"
11223,"Shooter Voltage","12.6640625"
11223,"Shooter Voltage","12.6640625"
11320,"Shooter Voltage","12.65625"
11320,"Shooter Voltage","12.65625"
11320,"Shooter Voltage","12.65625"
11320,"Shooter Voltage","12.65625"
11423,"Shooter Voltage","12.6640625"
11423,"Shooter Voltage","12.6640625"
11423,"Shooter Voltage","12.6640625"
11423,"Shooter Voltage","12.6640625"
11520,"Shooter Voltage","12.6640625"
11520,"Shooter Voltage","12.6640625"
11520,"Shooter Voltage","12.6640625"
11520,"Shooter Voltage","12.6640625"
11824,"Shooter Voltage","12.6015625"
11824,"Shooter Voltage","12.6015625"
11824,"Shooter Voltage","12.6015625"
11824,"Shooter Voltage","12.6015625"
12022,"Shooter Voltage","12.6015625"
12022,"Shooter Voltage","12.6015625"
12022,"Shooter Voltage","12.6015625"
12022,"Shooter Voltage","12.6015625"
12522,"Storage: Blue","0.298828125"
12522,"Storage: Blue","0.298828125"
12522,"Storage: Blue","0.298828125"
12522,"Storage: Blue","0.298828125"
12623,"Storage: Blue","0.299072265625"
12623,"Storage: Blue","0.299072265625"
12623,"Storage: Blue","0.299072265625"
12623,"Storage: Blue","0.299072265625"
12722,"Shooter Voltage","12.6015625"
12722,"Shooter Voltage","12.6015625"
12722,"Shooter Voltage","12.6015625"
12722,"Shooter Voltage","12.6015625"
12722,"Storage: Blue","0.298828125"
12722,"Storage: Blue","0.298828125"
12722,"Storage: Blue","0.298828125"
12722,"Storage: Blue","0.298828125"
12824,"Shooter Voltage","12.6640625"
12824,"Shooter Voltage","12.6640625"
12824,"Shooter Voltage","12.6640625"
12824,"Shooter Voltage","12.6640625"
12922,"Storage: Blue","0.299072265625"
12922,"Storage: Blue","0.299072265625"
12922,"Storage: Blue","0.299072265625"
12922,"Storage: Blue","0.299072265625"
13122,"Shooter Voltage","12.6640625"
13122,"Shooter Voltage","12.6640625"
13122,"Shooter Voltage","12.6640625"
13122,"Shooter Voltage","12.6640625"
13323,"Storage: Blue","0.298828125"
13323,"Storage: Blue","0.298828125"
13323,"Storage: Blue","0.298828125"
13323,"Storage: Blue","0.298828125"
13426,"Storage: Blue","0.299072265625"
13426,"Storage: Blue","0.299072265625"
13426,"Storage: Blue","0.299072265625"
13426,"Storage: Blue","0.299072265625"
13523,"Shooter Voltage","12.6640625"
13523,"Shooter Voltage","12.6640625"
13523,"Shooter Voltage","12.6640625"
13523,"Shooter Voltage","12.6640625"
13724,"Shooter Voltage","12.671875"
13724,"Shooter Voltage","12.671875"
13724,"Shooter Voltage","12.671875"
13724,"Shooter Voltage","12.671875"
13825,"Shooter Voltage","12.6015625"
13825,"Shooter Voltage","12.6015625"
13825,"Shooter Voltage","12.6015625"
13825,"Shooter Voltage","12.6015625"
13924,"Shooter Voltage","12.6015625"
13924,"Shooter Voltage","12.6015625"
13924,"Shooter Voltage","12.6015625"
13924,"Shooter Voltage","12.6015625"
14051,"Shooter Voltage","12.609375"
14051,"Shooter Voltage","12.609375"
14051,"Shooter Voltage","12.609375"
14051,"Shooter Voltage","12.609375"
14124,"Shooter Voltage","12.6015625"
14124,"Shooter Voltage","12.6015625"
14124,"Shooter Voltage","12.6015625"
14124,"Shooter Voltage","12.6015625"
14326,"Shooter Voltage","12.6015625"
14327,"Shooter Voltage","12.6015625"
14327,"Shooter Voltage","12.6015625"
14327,"Shooter Voltage","12.6015625"
14426,"Shooter Voltage","12.609375"
14426,"Shooter Voltage","12.609375"
14426,"Shooter Voltage","12.609375"
14426,"Shooter Voltage","12.609375"
14524,"Shooter Voltage","12.6015625"
14524,"Shooter Voltage","12.6015625"
14524,"Shooter Voltage","12.6015625"
14524,"Shooter Voltage","12.6015625"
14626,"Storage: Blue","0.298828125"
14626,"Storage: Blue","0.298828125"
14626,"Storage: Blue","0.298828125"
14626,"Storage: Blue","0.298828125"
14626,"Shooter Voltage","12.609375"
14626,"Shooter Voltage","12.609375"
14626,"Shooter Voltage","12.609375"
14626,"Shooter Voltage","12.609375"
14725,"Shooter Voltage","12.609375"
14725,"Shooter Voltage","12.609375"
14725,"Shooter Voltage","12.609375"
14725,"Shooter Voltage","12.609375"
14827,"Shooter Voltage","12.6640625"
14827,"Shooter Voltage","12.6640625"
14827,"Shooter Voltage","12.6640625"
14827,"Shooter Voltage","12.6640625"
14827,"Storage: Blue","0.299072265625"
14827,"Storage: Blue","0.299072265625"
14827,"Storage: Blue","0.299072265625"
14827,"Storage: Blue","0.299072265625"
15025,"Shooter Voltage","12.671875"
15025,"Shooter Voltage","12.671875"
15025,"Shooter Voltage","12.671875"
15025,"Shooter Voltage","12.671875"
15126,"Shooter Voltage","12.6640625"
15126,"Shooter Voltage","12.6640625"
15126,"Shooter Voltage","12.6640625"
15126,"Shooter Voltage","12.6640625"
15428,"Storage: Blue","0.298828125"
15428,"Storage: Blue","0.298828125"
15428,"Storage: Blue","0.298828125"
15428,"Storage: Blue","0.298828125"
15726,"Storage: Blue","0.299072265625"
15726,"Storage: Blue","0.299072265625"
15726,"Storage: Blue","0.299072265625"
15726,"Storage: Blue","0.299072265625"
15828,"Shooter Voltage","12.6171875"
15828,"Shooter Voltage","12.6171875"
15828,"Shooter Voltage","12.6171875"
15828,"Shooter Voltage","12.6171875"
15927,"Shooter Voltage","12.609375"
15927,"Shooter Voltage","12.609375"
15927,"Shooter Voltage","12.609375"
15927,"Shooter Voltage","12.609375"
16029,"Shooter Voltage","12.609375"
16029,"Shooter Voltage","12.609375"
16030,"Shooter Voltage","12.609375"
16030,"Shooter Voltage","12.609375"
16128,"Shooter Voltage","12.6171875"
16128,"Shooter Voltage","12.6171875"
16128,"Shooter Voltage","12.6171875"
16128,"Shooter Voltage","12.6171875"
16228,"Shooter Voltage","12.609375"
16228,"Shooter Voltage","12.609375"
16228,"Shooter Voltage","12.609375"
16228,"Shooter Voltage","12.609375"
16327,"Shooter Voltage","12.609375"
16328,"Shooter Voltage","12.609375"
16328,"Shooter Voltage","12.609375"
16328,"Shooter Voltage","12.609375"
16529,"Shooter Voltage","12.609375"
16529,"Shooter Voltage","12.609375"
16529,"Shooter Voltage","12.609375"
16529,"Shooter Voltage","12.609375"
16630,"Shooter Voltage","12.609375"
16631,"Shooter Voltage","12.609375"
16631,"Shooter Voltage","12.609375"
16631,"Shooter Voltage","12.609375"
16832,"Shooter Voltage","12.6640625"
16832,"Shooter Voltage","12.6640625"
16832,"Shooter Voltage","12.6640625"
16832,"Shooter Voltage","12.6640625"
17029,"Shooter Voltage","12.671875"
17029,"Shooter Voltage","12.671875"
17029,"Shooter Voltage","12.671875"
17029,"Shooter Voltage","12.671875"
17129,"Storage: Blue","0.298828125"
17129,"Storage: Blue","0.298828125"
17129,"Storage: Blue","0.298828125"
17129,"Storage: Blue","0.298828125"
17129,"Shooter Voltage","12.6640625"
17129,"Shooter Voltage","12.6640625"
17129,"Shooter Voltage","12.6640625"
17129,"Shooter Voltage","12.6640625"
17329,"Storage: Blue","0.299072265625"
17329,"Storage: Blue","0.299072265625"
17329,"Storage: Blue","0.299072265625"
17329,"Storage: Blue","0.299072265625"
17329,"Shooter Voltage","12.6640625"
17329,"Shooter Voltage","12.6640625"
17329,"Shooter Voltage","12.6640625"
17329,"Shooter Voltage","12.6640625"
17431,"Shooter Voltage","12.671875"
17431,"Shooter Voltage","12.671875"
17431,"Shooter Voltage","12.671875"
17431,"Shooter Voltage","12.671875"
17529,"Shooter Voltage","12.6640625"
17529,"Shooter Voltage","12.6640625"
17529,"Shooter Voltage","12.6640625"
17529,"Shooter Voltage","12.6640625"
17631,"Shooter Voltage","12.6640625"
17631,"Shooter Voltage","12.6640625"
17631,"Shooter Voltage","12.6640625"
17631,"Shooter Voltage","12.6640625"
17730,"Shooter Voltage","12.6640625"
17730,"Shooter Voltage","12.6640625"
17730,"Shooter Voltage","12.6640625"
17730,"Shooter Voltage","12.6640625"
